agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(-0.04, 0.04)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(-0.2, 0.2)"
