agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(-0.48, 0.48)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.08, -0.08)"
