agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(-0.32, 0.32)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.48, -0.48)"
