agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(0.24, -0.24)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.36, -0.36)"
