agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(0.1, -0.1)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(-0.04, 0.04)"
