agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(0.44, -0.44)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.3, -0.3)"
