agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(0.16, -0.16)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.42, -0.42)"
