agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(0.24, -0.24)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.28, -0.28)"
