agents,scores
"('DoubleIterRegressionTreeSHUCTAny', 'SHUCTAnyTime')","(-0.18, 0.18)"
"('SHUCTAnyTime', 'DoubleIterRegressionTreeSHUCTAny')","(0.32, -0.32)"
